"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.583910438E1,3.986210632E-1,1.891766052E0,8.221353607E0
2.584907038E1,2.975811768E-1,1.861977997E0,8.173153839E0
2.585903538E1,2.020797729E-1,1.884880371E0,8.083340607E0
2.586900038E1,1.561253357E-1,1.954934692E0,8.061935120E0
2.587896638E1,1.839674377E-1,2.082469482E0,8.073910217E0
2.588893137E1,2.049238586E-1,2.171683960E0,8.168363800E0
2.589889737E1,1.468446350E-1,2.259251862E0,8.266559601E0
2.590886237E1,7.484436035E-2,2.389181671E0,8.415499878E0
2.591882738E1,5.643264771E-2,2.464475098E0,8.579858093E0
2.592879338E1,8.996292114E-2,2.515369263E0,8.764424286E0
2.593875838E1,1.544787598E-1,2.586321716E0,8.974437561E0
2.594872338E1,2.471360779E-1,2.614313507E0,9.156758423E0
2.595868938E1,4.034111023E-1,2.607727203E0,9.457033997E0
2.596865438E1,5.771997070E-1,2.583777008E0,9.774673462E0
2.597861938E1,7.512876892E-1,2.533780975E0,1.009395950E1
2.598858538E1,9.577084351E-1,2.402953033E0,1.045665527E1
2.599855037E1,1.100062408E0,2.344873810E0,1.065738785E1
2.600851537E1,9.616003418E-1,2.410138092E0,1.066187851E1
2.601848138E1,5.999523926E-1,2.413730621E0,1.070139633E1
2.602844638E1,3.095562744E-1,2.313289490E0,1.068987030E1
2.603841238E1,1.827699280E-1,2.214644623E0,1.075588303E1
2.604837738E1,1.757345581E-1,2.205363922E0,1.079165863E1
2.605834238E1,1.050814819E-1,2.196981354E0,1.083851120E1
2.606830838E1,-4.490661621E-2,2.171833649E0,1.105810455E1
2.607827338E1,-7.409591675E-2,2.029479675E0,1.127380600E1
2.608823838E1,-4.056564331E-2,1.937720490E0,1.149040558E1
2.609820438E1,-2.275268555E-2,1.945953369E0,1.159818146E1
2.610816937E1,2.574645996E-2,1.872905273E0,1.164323776E1
2.611813537E1,1.288819885E-1,1.713337097E0,1.173784103E1
2.612810038E1,1.008901978E-1,1.655706940E0,1.173364975E1
2.613806538E1,-3.038681030E-2,1.659149780E0,1.170954987E1
2.614803138E1,-8.487350464E-2,1.622476044E0,1.168006119E1
2.615799638E1,-3.652404785E-2,1.513502655E0,1.163844772E1
2.616796138E1,1.077758789E-1,1.416204987E0,1.165865570E1
2.617792738E1,2.814147949E-1,1.338067474E0,1.167227737E1
2.618789238E1,5.188211060E-1,1.207688599E0,1.161524597E1
2.619785738E1,6.710545349E-1,1.130449219E0,1.133502869E1
2.620782338E1,6.468049622E-1,1.172362061E0,1.080782501E1
2.621778837E1,4.143383789E-1,1.229393463E0,1.021341110E1
2.622775337E1,2.627037048E-1,1.345701599E0,9.499096527E0
2.623771938E1,2.378553772E-1,1.350042572E0,8.867559814E0
2.624768438E1,2.227368164E-1,1.336420898E0,8.316855011E0
2.625765038E1,1.871109009E-1,1.360371094E0,7.927514648E0
2.626761538E1,1.184037781E-1,1.396296387E0,7.670499115E0
2.627758038E1,3.652404785E-2,1.408271484E0,7.501799927E0
2.628754638E1,-9.400451660E-2,1.424886932E0,7.446564789E0
2.629751138E1,-2.320175171E-1,1.484612732E0,7.399263153E0
2.630747638E1,-3.261717224E-1,1.538650360E0,7.300468597E0
2.631744238E1,-3.942800903E-1,1.594484253E0,7.289990387E0
2.632740737E1,-4.314028931E-1,1.707349548E0,7.214247894E0
2.633737238E1,-3.833528137E-1,1.758842468E0,7.181466064E0
2.634733838E1,-3.359014893E-1,1.794618073E0,7.254813538E0
2.635730338E1,-1.966909790E-1,1.827549591E0,7.335196381E0
2.636726938E1,-7.289840698E-2,1.851649475E0,7.428602142E0
2.637723438E1,-1.047821045E-3,1.865570526E0,7.548652496E0
2.638719938E1,2.200424194E-2,1.896556091E0,7.601492615E0
2.639716538E1,-9.729766846E-3,1.926942902E0,7.652087402E0
2.640713038E1,-4.026626587E-2,1.971400452E0,7.732470245E0
2.641709538E1,-1.267863464E-1,2.029629364E0,7.861950989E0
2.642706137E1,-2.427951050E-1,2.065105591E0,8.014483795E0
2.643702637E1,-3.308120728E-1,2.121089172E0,8.181686096E0
2.644699138E1,-3.788621521E-1,2.173330536E0,8.286318512E0
2.645695738E1,-4.180805969E-1,2.215243378E0,8.423283691E0
2.646692238E1,-4.531077576E-1,2.254611511E0,8.661737823E0
2.647688838E1,-4.180805969E-1,2.246228943E0,8.931626587E0
2.648685338E1,-3.170407104E-1,2.147284698E0,9.193731537E0
2.649681838E1,-1.948947144E-1,2.087109833E0,9.538314972E0
2.650678438E1,-6.316864014E-2,2.067350922E0,9.928104401E0
2.651674938E1,8.981323242E-2,1.913620605E0,1.029005173E1
2.652671438E1,1.034349060E-1,1.867815857E0,1.070603668E1
2.653668037E1,1.362167358E-2,1.845512238E0,1.110570557E1
2.654664537E1,-6.137237549E-2,1.741628265E0,1.148591492E1
2.655661038E1,-8.681945801E-2,1.667981415E0,1.178439423E1
2.656657638E1,-6.571334839E-2,1.660796356E0,1.193004135E1
2.657654138E1,1.302291870E-2,1.675765228E0,1.191866501E1
2.658650738E1,2.323168945E-1,1.559756470E0,1.196057785E1
2.659647238E1,4.808001709E-1,1.512604523E0,1.195982941E1
2.660643738E1,6.295907593E-1,1.608255615E0,1.203048248E1
2.661640338E1,8.183482361E-1,1.606908417E0,1.220337296E1
2.662636838E1,1.073717194E0,1.385369110E0,1.240215958E1
2.663633338E1,1.311273193E0,1.107995911E0,1.260229340E1
2.664629937E1,1.500629425E0,8.170010376E-1,1.267878433E1
2.665626404E1,1.496288452E0,5.516029358E-1,1.256067993E1
2.666622904E1,1.234183502E0,4.306544495E-1,1.218526062E1
2.667619504E1,9.322613525E-1,3.718267822E-1,1.173619446E1
2.668616004E1,8.234376526E-1,2.535726929E-1,1.141496246E1
2.669612604E1,8.072712708E-1,1.035845947E-1,1.116333572E1
2.670609104E1,8.310717773E-1,7.843688965E-2,1.101244949E1
2.671605604E1,9.719288635E-1,7.828720093E-2,1.096065720E1
2.672602204E1,1.187630310E0,5.298980713E-2,1.091590027E1
2.673598704E1,1.365161133E0,3.038681030E-2,1.074405762E1
2.674595204E1,1.361568604E0,5.343887329E-2,1.054422318E1
2.675591804E1,1.259780273E0,1.157093811E-1,1.028765671E1
2.676588304E1,1.120569763E0,1.601669312E-1,9.986333313E0
2.677584804E1,9.889933777E-1,2.294728088E-1,9.820627899E0
2.678581404E1,9.377998352E-1,3.297642517E-1,9.513616333E0
2.679577904E1,9.753717041E-1,4.499642944E-1,9.063202972E0
2.680574504E1,1.040186920E0,6.116281128E-1,8.674611053E0
2.681571004E1,1.059197388E0,7.517367554E-1,8.348589020E0
2.682567504E1,1.042581940E0,9.187893677E-1,8.000263367E0
2.683564104E1,9.900411987E-1,1.030457153E0,7.773035889E0
2.684560604E1,9.415420532E-1,1.099613342E0,7.620203705E0
2.685557104E1,8.487350464E-1,1.197809143E0,7.542664948E0
2.686553704E1,6.750961304E-1,1.338965607E0,7.420369263E0
2.687550204E1,4.953199768E-1,1.452878723E0,7.232509918E0
2.688546704E1,3.523672485E-1,1.547631683E0,7.147486725E0
2.689543304E1,3.167413330E-1,1.656006317E0,7.086713104E0
2.690539804E1,3.541635132E-1,1.761237488E0,6.986571350E0
2.691536404E1,4.291575623E-1,1.828447723E0,6.924600220E0
2.692532904E1,5.231620789E-1,1.943258972E0,6.902895355E0
2.693529404E1,6.282435608E-1,2.064656525E0,6.899901581E0
2.694526004E1,6.656657410E-1,2.103874969E0,7.046596527E0
2.695522504E1,7.080276489E-1,2.094594269E0,7.315138092E0
2.696519004E1,7.470964050E-1,2.044897614E0,7.673642578E0
2.697515604E1,6.923103333E-1,1.965263214E0,8.058342590E0
2.698512104E1,6.447093201E-1,1.957180023E0,8.413853302E0
2.699508604E1,5.230123901E-1,1.993704071E0,8.720565491E0
2.700505204E1,4.522096252E-1,2.015408936E0,8.893755341E0
2.701501704E1,3.074606323E-1,2.036515045E0,8.981772308E0
2.702498204E1,1.300794983E-1,2.060165863E0,9.090596008E0
2.703494804E1,-4.790039062E-3,2.034120026E0,9.315578156E0
2.704491304E1,-1.032852173E-1,1.994602203E0,9.691895599E0
2.705487904E1,-2.002835083E-1,1.841919708E0,1.021176453E1
2.706484404E1,-1.683998108E-1,1.650168457E0,1.077728851E1
2.707480904E1,-3.098556519E-2,1.517544250E0,1.129551086E1
2.708477504E1,1.407073975E-1,1.407073975E0,1.168230652E1
2.709474004E1,2.303709412E-1,1.353784790E0,1.189995392E1
2.710470504E1,2.398013306E-1,1.418150940E0,1.175924652E1
2.711467104E1,4.805007935E-2,1.588796082E0,1.146570694E1
2.712463604E1,-1.954934692E-1,1.756297760E0,1.133592682E1
2.713460104E1,-1.314266968E-1,1.754950562E0,1.121946899E1
2.714456704E1,9.325607300E-2,1.615590363E0,1.125314896E1
2.715453204E1,2.899470520E-1,1.457519073E0,1.142798538E1
2.716449804E1,2.442919922E-1,1.228944397E0,1.183394119E1
2.717446304E1,-5.987548828E-4,9.096583557E-1,1.227597198E1
2.718442804E1,-3.570075989E-1,6.713539124E-1,1.250215164E1
2.719439404E1,-8.336164856E-1,6.276448059E-1,1.234213440E1
2.720435904E1,-1.244362335E0,7.122189331E-1,1.204829544E1
2.721432404E1,-1.369352417E0,8.328680420E-1,1.160731247E1
2.722429004E1,-1.313368835E0,9.702822876E-1,1.112232101E1
2.723425504E1,-1.202000427E0,1.102008362E0,1.083686462E1
2.724422004E1,-1.015937347E0,1.161434784E0,1.062445633E1
2.725418604E1,-7.780819702E-1,1.096469879E0,1.057116714E1
2.726415104E1,-6.339317322E-1,9.741741943E-1,1.062505508E1
2.727411704E1,-5.409750366E-1,8.653504944E-1,1.068268524E1
2.728408204E1,-4.764591980E-1,7.277865601E-1,1.073477692E1
2.729404704E1,-4.225712585E-1,5.884263611E-1,1.074390793E1
2.730401304E1,-3.697311401E-1,4.897814941E-1,1.070723419E1
2.731397804E1,-3.251239014E-1,4.456233215E-1,1.053823563E1
2.732394304E1,-3.058140564E-1,4.260140991E-1,1.021894958E1
2.733390904E1,-1.904040527E-1,4.839436340E-1,9.778415680E0
2.734387404E1,-2.185455322E-2,5.752537537E-1,9.262887726E0
2.735383904E1,3.293151855E-2,6.794371033E-1,8.742569733E0
2.736380504E1,8.532257080E-3,8.026309204E-1,8.247698822E0
2.737377004E1,-1.122665405E-1,9.210346985E-1,7.893385620E0
2.738373504E1,-1.993853760E-1,9.693841553E-1,7.707172852E0
2.739370104E1,-2.288740540E-1,9.620494080E-1,7.627688141E0
2.740366604E1,-2.564167786E-1,9.342073059E-1,7.678731995E0
2.741363204E1,-3.620970154E-1,9.978250122E-1,7.728877716E0
2.742359704E1,-3.775149536E-1,1.012344818E0,7.681276703E0
2.743356204E1,-3.632945251E-1,1.081351318E0,7.610324249E0
2.744352804E1,-2.504292297E-1,1.228046265E0,7.464677124E0
2.745349304E1,-8.891510010E-2,1.358425140E0,7.330855408E0
2.746345804E1,7.110214233E-2,1.418150940E0,7.348069611E0
2.747342404E1,2.356100464E-1,1.519789581E0,7.463629303E0
2.748338904E1,3.459306335E-1,1.547032928E0,7.758665771E0
2.749335404E1,3.653901672E-1,1.506467285E0,8.113428040E0
2.750332004E1,2.478845215E-1,1.506317596E0,8.444689178E0
2.751328504E1,1.089733887E-1,1.453028412E0,8.716224518E0
2.752325104E1,-2.395019531E-3,1.443747711E0,8.914262695E0
2.753321604E1,-1.204994202E-1,1.442101135E0,9.084009705E0
2.754318104E1,-2.191442871E-1,1.459015961E0,9.250762939E0
2.755314704E1,-3.372486877E-1,1.528321838E0,9.469607849E0
2.756311204E1,-3.733236694E-1,1.514101410E0,9.736951904E0
2.757307704E1,-3.056643677E-1,1.407672729E0,9.976304169E0
2.758304304E1,-1.547781372E-1,1.365310822E0,1.031534912E1
2.759300804E1,7.649093628E-2,1.290616150E0,1.061547501E1
2.760297304E1,2.701881409E-1,1.263372803E0,1.081411194E1
2.761293904E1,3.059637451E-1,1.346000977E0,1.097487762E1
2.762290404E1,3.203338623E-1,1.325493622E0,1.109447891E1
2.763287004E1,2.327659607E-1,1.333277435E0,1.113534393E1
2.764283504E1,4.894821167E-2,1.485810242E0,1.103954315E1
2.765280004E1,3.577560425E-2,1.531315613E0,1.088162155E1
2.766276629E1,2.571652222E-1,1.424737244E0,1.075962524E1
2.767273129E1,5.349874878E-1,1.318158875E0,1.077983322E1
2.768269629E1,8.324189758E-1,1.171763306E0,1.106933121E1
2.769266229E1,1.050814819E0,9.294172668E-1,1.147304169E1
2.770262729E1,1.040186920E0,6.834786987E-1,1.194785431E1
2.771259229E1,8.704399109E-1,4.713697815E-1,1.241188934E1
2.772255829E1,7.183561707E-1,2.742297363E-1,1.269255569E1
2.773252329E1,6.379733276E-1,1.231938171E-1,1.292756699E1
2.774248929E1,6.909631348E-1,5.493576050E-2,1.296947983E1
2.775245429E1,8.433462524E-1,5.688171387E-2,1.267788620E1
2.776241929E1,1.065634003E0,1.568737793E-1,1.213107330E1
2.777238529E1,1.330433350E0,2.730322266E-1,1.155387360E1
2.778235029E1,1.548529816E0,3.155438232E-1,1.098969681E1
2.779231529E1,1.609602814E0,3.362008667E-1,1.053988220E1
2.780228129E1,1.481319580E0,4.635859680E-1,1.024035507E1
2.781224629E1,1.256038055E0,5.581892395E-1,9.986183624E0
2.782221129E1,1.055006104E0,5.944139099E-1,9.673184509E0
2.783217729E1,9.084608459E-1,6.625222778E-1,9.438622284E0
2.784214229E1,7.882608032E-1,7.644602966E-1,9.195527802E0
2.785210729E1,7.048841858E-1,8.674461365E-1,8.898395691E0
2.786207329E1,6.987469482E-1,9.626481628E-1,8.615783386E0
2.787203829E1,7.972421265E-1,1.037791901E0,8.313262482E0
2.788200429E1,9.226812744E-1,1.057850189E0,8.069569244E0
2.789196929E1,9.728269958E-1,1.131946106E0,7.926466827E0
2.790193429E1,9.357041931E-1,1.241967316E0,7.825277252E0
2.791190029E1,7.990383911E-1,1.319057007E0,7.622149658E0
2.792186529E1,6.304888916E-1,1.457818451E0,7.410190430E0
2.793183029E1,5.010081482E-1,1.551972656E0,7.123386841E0
2.794179629E1,3.598516846E-1,1.640588379E0,6.841822357E0
2.795176129E1,2.468367004E-1,1.772763519E0,6.657405853E0
2.796172629E1,2.143542480E-1,1.879192200E0,6.555617523E0
2.797169229E1,2.142045593E-1,1.960922241E0,6.506220245E0
2.798165729E1,3.112028503E-1,1.980082397E0,6.537355499E0
2.799162329E1,4.396357727E-1,2.031425629E0,6.616989899E0
2.800158829E1,5.307962036E-1,2.094743958E0,6.778803406E0
2.801155329E1,5.492079163E-1,2.096390533E0,7.086413727E0
2.802151929E1,5.077441406E-1,2.067799988E0,7.455097046E0
2.803148429E1,3.514691162E-1,2.065704346E0,7.874075775E0
2.804144929E1,1.695973206E-1,2.083068237E0,8.254434814E0
2.805141529E1,2.395019531E-3,2.025288391E0,8.639583893E0
2.806138029E1,-9.894424438E-2,1.930086365E0,9.089997253E0
2.807134529E1,-2.309696960E-1,1.884281616E0,9.428443451E0
2.808131129E1,-3.218307495E-1,1.917063446E0,9.725575562E0
2.809127629E1,-2.733316040E-1,1.869462433E0,9.958042145E0
2.810124129E1,-1.555265808E-1,1.773062897E0,1.022209305E1
2.811120729E1,-2.724334717E-2,1.702260132E0,1.058029816E1
2.812117229E1,1.362167358E-1,1.634451141E0,1.097173416E1
2.813113829E1,2.809657288E-1,1.517394562E0,1.137768997E1
2.814110329E1,3.432362366E-1,1.415755920E0,1.165581161E1
2.815106829E1,2.484832764E-1,1.416504364E0,1.180774567E1
2.816103429E1,9.415420532E-2,1.407972107E0,1.186193298E1
2.817099929E1,-9.684860229E-2,1.335971832E0,1.180639847E1
2.818096429E1,-3.598516846E-1,1.368154907E0,1.170236481E1
2.819093029E1,-6.218069458E-1,1.453477478E0,1.165551224E1
2.820089529E1,-7.533833313E-1,1.406475220E0,1.171523804E1
2.821086029E1,-6.427633667E-1,1.270108795E0,1.185340073E1
2.822082629E1,-4.129911804E-1,9.807604980E-1,1.225456650E1
2.823079129E1,-9.086105347E-2,6.908134460E-1,1.256606873E1
2.824075629E1,2.365081787E-2,4.819976807E-1,1.274120453E1
2.825072229E1,-1.450483704E-1,3.787124634E-1,1.279075150E1
2.826068729E1,-4.025129700E-1,3.924838257E-1,1.238928635E1
2.827065329E1,-6.741979980E-1,4.882846069E-1,1.191088120E1
2.828061829E1,-8.545729065E-1,6.333329773E-1,1.138517441E1
2.829058329E1,-8.891510010E-1,7.807763672E-1,1.077175003E1
2.830054929E1,-8.613088989E-1,8.720864868E-1,1.032178574E1
2.831051429E1,-8.451425171E-1,9.463320923E-1,9.961335297E0
2.832047929E1,-8.322692871E-1,1.036444702E0,9.724378052E0
2.833044529E1,-7.791297913E-1,1.017434235E0,9.580078125E0
2.834041029E1,-7.361691284E-1,9.380992126E-1,9.514664154E0
2.835037529E1,-6.878196716E-1,9.026229858E-1,9.511071625E0
2.836034129E1,-5.644761658E-1,8.170010376E-1,9.534123688E0
2.837030629E1,-3.879931641E-1,7.075785828E-1,9.646988983E0
2.838027229E1,-1.574725342E-1,6.017486572E-1,9.846374359E0
2.839023729E1,7.185058594E-2,5.254074097E-1,9.960736542E0
2.840020229E1,2.240840149E-1,5.342390442E-1,9.812245331E0
2.841016829E1,2.085163879E-1,6.960525513E-1,9.523046722E0
2.842013329E1,1.228944397E-1,8.524772644E-1,9.114845581E0
2.843009829E1,-1.347198486E-2,9.678872681E-1,8.543932800E0
2.844006429E1,-1.023870850E-1,1.070723419E0,8.097411346E0
2.845002929E1,-1.924996948E-1,1.199605408E0,7.787855072E0
2.845999429E1,-2.650987244E-1,1.310375061E0,7.507039032E0
2.846996029E1,-3.116519165E-1,1.384021912E0,7.422165527E0
2.847992529E1,-3.041674805E-1,1.417701874E0,7.357500000E0
2.848989129E1,-2.580633545E-1,1.429078217E0,7.394622803E0
2.849985629E1,-1.751358032E-1,1.449735260E0,7.508835297E0
2.850982129E1,-6.466552734E-2,1.443148956E0,7.570507050E0
2.851978729E1,6.735992432E-2,1.414857788E0,7.743996277E0
2.852975229E1,1.480421448E-1,1.422641602E0,7.960146790E0
2.853971729E1,1.815724182E-1,1.388512573E0,8.161328430E0
2.854968329E1,1.499880981E-1,1.385668488E0,8.419092407E0
2.855964829E1,1.384620667E-1,1.425635376E0,8.643775177E0
2.856961329E1,8.382568359E-2,1.477277985E0,8.803043976E0
2.857957929E1,5.763015747E-2,1.492995300E0,8.891510010E0
2.858954429E1,1.377136230E-2,1.528321838E0,8.905730438E0
2.859950929E1,-6.361770630E-2,1.560205536E0,8.951684875E0
2.860947529E1,-8.562194824E-2,1.607956238E0,9.044940948E0
2.861944029E1,-7.050338745E-2,1.615290985E0,9.214388580E0
2.862940629E1,-1.474433899E-1,1.603166199E0,9.508676605E0
2.863937129E1,-2.592608643E-1,1.597627716E0,9.833650818E0
2.864933629E1,-3.442840576E-1,1.540746002E0,1.012045441E1
2.865930238E1,-3.466790771E-1,1.457968140E0,1.040980270E1
2.866926738E1,-2.541714478E-1,1.393901367E0,1.063897614E1
2.867923237E1,-9.759704590E-2,1.376537476E0,1.084644470E1
2.868919837E1,8.382568359E-2,1.413959656E0,1.096035782E1
2.869916337E1,1.474433899E-1,1.445843353E0,1.106319397E1
2.870912838E1,5.284011841E-2,1.606459351E0,1.104448288E1
2.871909438E1,-1.390608215E-1,1.786085815E0,1.097203354E1
2.872905938E1,-1.887574768E-1,1.830243988E0,1.091006241E1
2.873902538E1,-6.571334839E-2,1.895957336E0,1.086575455E1
2.874899038E1,1.230441284E-1,1.981579285E0,1.092293564E1
2.875895538E1,3.258723450E-1,2.020947418E0,1.104478226E1
2.876892138E1,5.858816528E-1,1.977986755E0,1.119851257E1
2.877888638E1,8.536747742E-1,1.827998657E0,1.147109573E1
2.878885137E1,1.050515442E0,1.647024994E0,1.175445648E1
2.879881737E1,1.112037506E0,1.506467285E0,1.199171310E1
2.880878238E1,1.066083069E0,1.376088409E0,1.207479034E1
2.881874738E1,9.642947388E-1,1.289867706E0,1.196701447E1
2.882871338E1,9.147477722E-1,1.274449768E0,1.172541687E1
2.883867838E1,9.135502625E-1,1.244062958E0,1.135523666E1
2.884864438E1,9.253756714E-1,1.212927704E0,1.102352646E1
2.885860938E1,9.271719360E-1,1.179996185E0,1.072100555E1
2.886857438E1,8.961863708E-1,1.116228790E0,1.049467621E1
2.887854038E1,8.342152405E-1,9.747729492E-1,1.038510406E1
2.888850538E1,7.331753540E-1,8.861572266E-1,1.029394363E1
2.889847037E1,5.860313416E-1,8.770262146E-1,1.022344025E1
2.890843637E1,4.578977966E-1,8.241860962E-1,1.013706985E1
2.891840138E1,3.811074829E-1,7.685018921E-1,1.001222946E1
2.892836638E1,3.496728516E-1,8.066725159E-1,9.862391052E0
2.893833238E1,3.600013733E-1,8.396040344E-1,9.674382019E0
2.894829738E1,3.971241760E-1,8.863069153E-1,9.387877808E0
2.895826238E1,4.825964355E-1,9.562115479E-1,9.081914063E0
2.896822838E1,5.444178772E-1,1.100511475E0,8.757837982E0
2.897819338E1,5.920188904E-1,1.199755096E0,8.442294159E0
2.898815938E1,6.078858948E-1,1.294807434E0,8.093669128E0
2.899812438E1,5.857319641E-1,1.415755920E0,7.726033630E0
2.900808937E1,5.095404053E-1,1.513203278E0,7.412286072E0
2.901805537E1,4.074526978E-1,1.603166199E0,7.157216492E0
2.902802038E1,3.525169373E-1,1.685794373E0,6.961872711E0
2.903798538E1,3.121009827E-1,1.760638733E0,6.809040527E0
2.904795138E1,2.719844055E-1,1.872605896E0,6.722370758E0
2.905791638E1,2.808160400E-1,1.964215393E0,6.609655151E0
2.906788138E1,3.129991150E-1,2.005679169E0,6.419101410E0
2.907784738E1,3.026705933E-1,2.128573608E0,6.270610199E0
2.908781238E1,2.764750671E-1,2.255210266E0,6.291865997E0
2.909777838E1,3.778143311E-1,2.284249878E0,6.429429932E0
2.910774338E1,4.532574463E-1,2.267185364E0,6.653364258E0
2.911770837E1,4.571493530E-1,2.267185364E0,7.018904114E0
2.912767437E1,4.044589233E-1,2.281705170E0,7.374414825E0
2.913763938E1,2.642005920E-1,2.280956726E0,7.696844330E0
2.914760438E1,1.444496155E-1,2.300116882E0,8.028404846E0
2.915757038E1,-5.628295898E-2,2.346221008E0,8.216713257E0
2.916753538E1,-2.439926147E-1,2.415227509E0,8.380772095E0
2.917750038E1,-3.543132019E-1,2.481539612E0,8.519832916E0
2.918746638E1,-3.382965088E-1,2.554587708E0,8.697064362E0
2.919743138E1,-2.636018372E-1,2.594404907E0,9.044192505E0
2.920739738E1,-7.589218140E-2,2.542462921E0,9.508227539E0
2.921736237E1,1.535806274E-1,2.445015564E0,1.005429199E1
2.922732737E1,3.013233948E-1,2.391576691E0,1.055395294E1
2.923729337E1,3.493734741E-1,2.307601318E0,1.106274490E1
2.924725838E1,3.823049927E-1,2.188748474E0,1.153306686E1
2.925722338E1,4.159849548E-1,2.113155670E0,1.184741318E1
2.926718938E1,3.008743286E-1,2.115700378E0,1.203332657E1
2.927715438E1,1.113684082E-1,2.144889679E0,1.210891937E1
2.928711938E1,4.041595459E-3,2.082619171E0,1.212134354E1
2.929708538E1,4.041595459E-3,2.043999481E0,1.215741852E1
2.930705038E1,7.080276489E-2,2.042652283E0,1.220127731E1
2.931701538E1,9.265731812E-2,1.992057495E0,1.236054611E1
2.932698137E1,1.770817566E-1,1.837429047E0,1.258492950E1
2.933694637E1,3.637435913E-1,1.557660828E0,1.290092239E1
2.934691238E1,5.090913391E-1,1.348545685E0,1.318188812E1
2.935687738E1,5.480104065E-1,1.131497040E0,1.341166031E1
2.936684238E1,5.134323120E-1,9.656419373E-1,1.335103638E1
2.937680838E1,3.550616455E-1,9.545649719E-1,1.289852737E1
2.938677338E1,2.140548706E-2,1.127605133E0,1.211610443E1
2.939673838E1,-2.965333557E-1,1.409768372E0,1.127694946E1
2.940670438E1,-3.418890381E-1,1.538051605E0,1.051189041E1
2.941666938E1,-3.761677551E-1,1.624421997E0,9.971065063E0
2.942663438E1,-4.153862000E-1,1.806593170E0,9.755513306E0
2.943660037E1,-2.993774414E-1,1.854493561E0,9.716145172E0
2.944656537E1,-4.355941772E-2,1.732048187E0,9.858199768E0
2.945653138E1,2.923420715E-1,1.651216278E0,1.005384293E1
2.946649638E1,6.710545349E-1,1.560355225E0,1.007045837E1
2.947646138E1,1.014739838E0,1.482966156E0,9.914931793E0
2.948642738E1,1.251397705E0,1.432071991E0,9.692793732E0
2.949639238E1,1.381477203E0,1.368005219E0,9.370962982E0
2.950635738E1,1.316811676E0,1.410965881E0,8.911568298E0
2.951632338E1,1.074914703E0,1.491049347E0,8.444240112E0
2.952628838E1,8.608598328E-1,1.520687714E0,7.986941071E0
2.953625338E1,6.355783081E-1,1.595382385E0,7.694000244E0
2.954621937E1,3.938310242E-1,1.647923126E0,7.531887360E0
2.955618437E1,1.845661926E-1,1.651365967E0,7.350464630E0
2.956614938E1,1.549278259E-1,1.707499237E0,7.412585449E0
2.957611538E1,2.912942505E-1,1.604812775E0,7.468718719E0
2.958608038E1,3.619473267E-1,1.551224213E0,7.401508484E0
2.959604638E1,2.903961182E-1,1.656006317E0,7.332951050E0
2.960601138E1,2.188449097E-1,1.711091766E0,7.162754974E0
2.961597638E1,2.116598511E-1,1.702709198E0,7.067552948E0
2.962594238E1,2.426454163E-1,1.751208344E0,7.060218201E0
2.963590738E1,3.212319946E-1,1.840123444E0,7.194938049E0
2.964587237E1,4.415817261E-1,1.902843018E0,7.354655914E0
2.965584225E1,5.541476440E-1,1.964365082E0,7.500901794E0
2.966580725E1,6.004014587E-1,2.039808197E0,7.712711334E0
2.967577225E1,5.917195129E-1,2.071242828E0,7.842641144E0
2.968573825E1,5.460644531E-1,2.089205475E0,8.023614807E0
2.969570325E1,4.406835938E-1,2.126777344E0,8.255632324E0
2.970566925E1,3.311114502E-1,2.128872986E0,8.534652100E0
2.971563425E1,2.999761963E-1,2.082020416E0,8.919202423E0
2.972559925E1,2.957849121E-1,2.063309326E0,9.238937531E0
2.973556525E1,2.733316040E-1,2.080822906E0,9.462123413E0
2.974553025E1,1.231938171E-1,2.106569366E0,9.590855713E0
2.975549525E1,-8.457412720E-2,2.191293182E0,9.677375793E0
2.976546125E1,-2.085163879E-1,2.246678009E0,9.845326538E0
2.977542625E1,-2.163002014E-1,2.246079254E0,1.008018814E1
2.978539125E1,-2.148033142E-1,2.296075287E0,1.031579819E1
2.979535725E1,-2.525248718E-1,2.331401825E0,1.054063065E1
2.980532225E1,-2.875520325E-1,2.322121124E0,1.075229050E1
2.981528725E1,-2.887495422E-1,2.359992371E0,1.093012070E1
2.982525325E1,-2.489323425E-1,2.364033966E0,1.106588837E1
2.983521825E1,-1.724414062E-1,2.412383423E0,1.114731903E1
2.984518425E1,-4.924758911E-2,2.432142334E0,1.113175140E1
2.985514925E1,7.229965210E-2,2.478695526E0,1.104882385E1
2.986511425E1,1.939965820E-1,2.473905487E0,1.094823303E1
2.987508025E1,3.800596619E-1,2.299817505E0,1.099358871E1
2.988504525E1,6.062393188E-1,2.028731232E0,1.117306549E1
2.989501025E1,7.864645386E-1,1.743125153E0,1.142858414E1
2.990497625E1,8.198451233E-1,1.469344482E0,1.178753769E1
2.991494125E1,7.400610352E-1,1.202299805E0,1.213780930E1
2.992490625E1,5.397775269E-1,1.001866608E0,1.240156082E1
2.993487225E1,2.745291138E-1,8.961863708E-1,1.255588989E1
2.994483725E1,1.901046753E-1,7.250921631E-1,1.256591904E1
2.995480325E1,1.890568542E-1,6.698570251E-1,1.232492020E1
2.996476825E1,2.980302429E-1,7.716453552E-1,1.190399551E1
2.997473325E1,5.089416504E-1,8.006849670E-1,1.144040955E1
