"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.873379217E1,-2.236349487E-1,2.203118591E0,8.237969055E0
1.874375717E1,-7.319778442E-2,2.301314392E0,8.248896332E0
1.875372317E1,7.679031372E-2,2.339185638E0,8.145910492E0
1.876368817E1,1.425036621E-1,2.404150543E0,8.097710724E0
1.877365317E1,1.692979431E-1,2.401156769E0,8.105344849E0
1.878361917E1,1.772314453E-1,2.343975677E0,8.270750885E0
1.879358417E1,1.901046753E-1,2.198478241E0,8.555458832E0
1.880355017E1,1.758842468E-1,2.032024384E0,8.802744598E0
1.881351517E1,1.034349060E-1,1.904639282E0,8.957822113E0
1.882348017E1,-5.134323120E-2,1.832639008E0,9.020841064E0
1.883344617E1,-2.014810181E-1,1.782493286E0,9.029373322E0
1.884341117E1,-3.210823059E-1,1.806742859E0,8.996741180E0
1.885337717E1,-3.806584167E-1,1.868414612E0,8.972940674E0
1.886334217E1,-3.504212952E-1,1.927391968E0,9.053772583E0
1.887330717E1,-2.392025757E-1,2.040107574E0,9.069489899E0
1.888327317E1,-2.339634705E-1,2.118095398E0,9.089398499E0
1.889323817E1,-2.360591125E-1,2.234403534E0,9.095685425E0
1.890320317E1,-2.357597351E-1,2.241289215E0,9.290280762E0
1.891316917E1,-5.957611084E-2,2.110012207E0,9.616302795E0
1.892313417E1,1.881587219E-1,1.997745667E0,1.000968475E1
1.893310017E1,3.671864319E-1,1.916913757E0,1.040516235E1
1.894306517E1,5.691165161E-1,1.830393677E0,1.065948349E1
1.895303017E1,7.854167175E-1,1.752405853E0,1.083297272E1
1.896299617E1,9.193881226E-1,1.762734375E0,1.086650299E1
1.897296117E1,9.870474243E-1,1.773212585E0,1.089389603E1
1.898292717E1,1.042282562E0,1.745520172E0,1.094434113E1
1.899289217E1,1.093476105E0,1.699565735E0,1.106768463E1
1.900285717E1,1.230740662E0,1.550475769E0,1.120524857E1
1.901282317E1,1.343456268E0,1.380429382E0,1.139520355E1
1.902278817E1,1.369053040E0,1.296753387E0,1.154234756E1
1.903275317E1,1.396595764E0,1.223256226E0,1.154429352E1
1.904271917E1,1.488804016E0,1.101259918E0,1.152064270E1
1.905268417E1,1.632654877E0,1.080602875E0,1.137289993E1
1.906265017E1,1.727557526E0,1.105301514E0,1.115540222E1
1.907261517E1,1.708846436E0,1.176403656E0,1.086425766E1
1.908258017E1,1.600920868E0,1.174906769E0,1.055021072E1
1.909254617E1,1.419198761E0,1.108295288E0,1.037163208E1
1.910251117E1,1.284029846E0,1.071771240E0,1.028900391E1
1.911247717E1,1.190175018E0,9.795629883E-1,1.031055908E1
1.912244217E1,1.193318481E0,9.009764099E-1,1.047162415E1
1.913240717E1,1.302591248E0,8.053253174E-1,1.064301773E1
1.914237317E1,1.380279694E0,7.385641479E-1,1.072998688E1
1.915233817E1,1.355281677E0,7.688012695E-1,1.071666458E1
1.916230317E1,1.314566345E0,7.890092468E-1,1.056637711E1
1.917226917E1,1.255888367E0,8.352630615E-1,1.028930328E1
1.918223417E1,1.208586731E0,9.822573853E-1,9.971214752E0
1.919220017E1,1.197210388E0,1.123862915E0,9.539362793E0
1.920216517E1,1.238075409E0,1.272952881E0,9.098529510E0
1.921213017E1,1.223256226E0,1.452579346E0,8.702453156E0
1.922209617E1,1.152603149E0,1.615590363E0,8.347990265E0
1.923206117E1,1.048569489E0,1.769021301E0,7.982001343E0
1.924202717E1,9.454339600E-1,1.912872162E0,7.648794250E0
1.925199217E1,8.400531006E-1,2.004032593E0,7.463479614E0
1.926195717E1,7.021897888E-1,2.097588043E0,7.272327118E0
1.927192317E1,5.909710693E-1,2.156116333E0,7.153324585E0
1.928188817E1,5.363346863E-1,2.214944000E0,7.071893921E0
1.929185317E1,5.047503662E-1,2.247426453E0,6.970404968E0
1.930181917E1,5.057981873E-1,2.261197815E0,6.891519012E0
1.931178417E1,5.001100159E-1,2.308948517E0,6.836433563E0
1.932175017E1,4.884342957E-1,2.323168945E0,6.889123993E0
1.933171517E1,4.495152283E-1,2.313738556E0,6.964267731E0
1.934168017E1,3.821553040E-1,2.307751007E0,7.090455322E0
1.935164617E1,2.736309814E-1,2.276466064E0,7.269483032E0
1.936161117E1,1.543290710E-1,2.260299683E0,7.392976227E0
1.937157717E1,9.086105347E-2,2.280956726E0,7.557035065E0
1.938154217E1,5.987548828E-2,2.245630188E0,7.807314606E0
1.939150717E1,4.999603271E-2,2.238295441E0,7.969726868E0
1.940147317E1,9.056167603E-2,2.283800812E0,8.116721191E0
1.941143817E1,1.228944397E-1,2.348166962E0,8.305029602E0
1.942140317E1,1.586700439E-1,2.396815796E0,8.543483734E0
1.943136917E1,2.143542480E-1,2.370620270E0,8.855734406E0
1.944133417E1,2.987786865E-1,2.324067078E0,9.162745972E0
1.945130017E1,3.573069763E-1,2.329006805E0,9.422156525E0
1.946126517E1,4.445755005E-1,2.315385132E0,9.697583771E0
1.947123017E1,4.761598206E-1,2.276915131E0,9.949509888E0
1.948119617E1,4.619393921E-1,2.304308167E0,1.015742752E1
1.949116117E1,5.770500183E-1,2.251917114E0,1.041743683E1
1.950112717E1,6.291416931E-1,2.172582092E0,1.063104263E1
1.951109217E1,5.586383057E-1,2.150877228E0,1.088311844E1
1.952105717E1,4.326004028E-1,2.134860535E0,1.101649109E1
1.953102317E1,2.624043274E-1,2.119891663E0,1.109118576E1
1.954098817E1,1.555265808E-1,1.994602203E0,1.122665405E1
1.955095317E1,9.984237671E-2,1.817819824E0,1.132125732E1
1.956091917E1,-1.182540894E-2,1.776954803E0,1.145657593E1
1.957088417E1,-1.535806274E-1,1.820364532E0,1.154833511E1
1.958085017E1,-2.294728088E-1,1.771566010E0,1.167392395E1
1.959081517E1,-3.085084534E-1,1.708547058E0,1.179651901E1
1.960078017E1,-3.465293884E-1,1.566342773E0,1.179367493E1
1.961074617E1,-4.276606750E-1,1.457668762E0,1.174562485E1
1.962071117E1,-4.894821167E-1,1.414857788E0,1.164727936E1
1.963067717E1,-5.312452698E-1,1.327738953E0,1.152049301E1
1.964064217E1,-5.099894714E-1,1.217418365E0,1.140867554E1
1.965060750E1,-5.206173706E-1,1.197060699E0,1.132649643E1
1.966057350E1,-4.917274475E-1,1.181642761E0,1.121632553E1
1.967053850E1,-3.414399719E-1,1.137334900E0,1.109867020E1
1.968050350E1,-1.992356873E-1,1.114282837E0,1.103894440E1
1.969046950E1,-7.050338745E-2,1.068777466E0,1.101185074E1
1.970043450E1,1.332229614E-2,9.924362183E-1,1.098595459E1
1.971040050E1,7.634124756E-3,9.062155151E-1,1.092054062E1
1.972036550E1,-4.879852295E-2,8.446934509E-1,1.066187851E1
1.973033050E1,-1.655557251E-1,8.548722839E-1,1.031669632E1
1.974029650E1,-2.565664673E-1,9.316625977E-1,9.826914825E0
1.975026150E1,-2.296224976E-1,9.786648560E-1,9.335786133E0
1.976022750E1,-4.415817261E-2,9.804611206E-1,8.964558105E0
1.977019250E1,2.451901245E-1,9.729766846E-1,8.746611328E0
1.978015750E1,5.131329346E-1,9.339079285E-1,8.689579926E0
1.979012350E1,5.749543762E-1,9.196875000E-1,8.683592377E0
1.980008850E1,3.185375977E-1,1.004860382E0,8.642278290E0
1.981005350E1,-5.628295898E-2,1.093925171E0,8.415948944E0
1.982001950E1,-2.326162720E-1,1.160386963E0,8.134683838E0
1.982998450E1,-3.716770935E-1,1.219963074E0,8.010741577E0
1.983995050E1,-5.028044128E-1,1.325942688E0,7.948920135E0
1.984991550E1,-4.016148376E-1,1.506916351E0,7.696095886E0
1.985988050E1,-8.816665649E-2,1.542691956E0,7.613916779E0
1.986984650E1,1.749861145E-1,1.601968689E0,7.614665222E0
1.987981150E1,3.034190369E-1,1.706451416E0,7.683072968E0
1.988977750E1,3.797602844E-1,1.761686554E0,7.798932037E0
1.989974250E1,3.448828125E-1,1.766027527E0,8.092621307E0
1.990970750E1,3.143463135E-1,1.747615814E0,8.480315094E0
1.991967350E1,3.312611389E-1,1.698517914E0,8.885672150E0
1.992963850E1,3.399430847E-1,1.674418030E0,9.079369354E0
1.993960350E1,4.077520752E-1,1.725162506E0,9.113049316E0
1.994956950E1,4.689747620E-1,1.795216827E0,8.978928223E0
1.995953450E1,4.831951904E-1,1.870659943E0,8.807983704E0
1.996950050E1,4.037104797E-1,1.947150879E0,8.668623505E0
1.997946550E1,2.130070496E-1,2.020198975E0,8.578510895E0
1.998943050E1,-2.709365845E-2,2.085014191E0,8.703351288E0
1.999939650E1,-1.829196167E-1,2.088606720E0,8.926387482E0
2.000936150E1,-1.875599670E-1,2.080972595E0,9.175319824E0
2.001932750E1,-5.448669434E-2,2.050885162E0,9.525591431E0
2.002929250E1,1.050814819E-1,1.999092865E0,9.906698914E0
2.003925750E1,2.436932373E-1,1.901944885E0,1.021415955E1
2.004922350E1,3.405418396E-1,1.853445740E0,1.043031006E1
2.005918850E1,3.606001282E-1,1.892364807E0,1.058508820E1
2.006915350E1,4.863386536E-1,1.756297760E0,1.078806610E1
2.007911950E1,6.442602539E-1,1.680106201E0,1.099194214E1
2.008908450E1,6.203100586E-1,1.730102234E0,1.120375168E1
2.009905050E1,5.499563599E-1,1.781445465E0,1.123069565E1
2.010901550E1,5.447172546E-1,1.699715424E0,1.120015915E1
2.011898050E1,6.634204102E-1,1.513652344E0,1.123264160E1
2.012894650E1,9.229806519E-1,1.370100861E0,1.136975647E1
2.013891150E1,1.181642761E0,1.208287354E0,1.154264694E1
2.014887650E1,1.362167358E0,1.079704742E0,1.175116333E1
2.015884250E1,1.539548492E0,9.807604980E-1,1.190968369E1
2.016880750E1,1.642833710E0,8.984317017E-1,1.196821198E1
2.017877350E1,1.625320129E0,8.785231018E-1,1.196027847E1
2.018873850E1,1.522483978E0,8.783734131E-1,1.190624084E1
2.019870350E1,1.422342224E0,8.443940735E-1,1.189217010E1
2.020866950E1,1.314566345E0,8.051756287E-1,1.183977905E1
2.021863450E1,1.192869415E0,7.696994019E-1,1.176957504E1
2.022859950E1,1.078806610E0,7.780819702E-1,1.155372391E1
2.023856550E1,1.025966492E0,8.348139954E-1,1.121333176E1
2.024853050E1,9.744735718E-1,8.762777710E-1,1.081381256E1
2.025849650E1,9.351054382E-1,8.875044250E-1,1.042222687E1
2.026846150E1,9.098080444E-1,9.285191345E-1,1.011746063E1
2.027842650E1,9.304650879E-1,9.234297180E-1,9.910441132E0
2.028839250E1,9.740245056E-1,9.427395630E-1,9.755812683E0
2.029835750E1,1.014739838E0,9.675878906E-1,9.712103577E0
2.030832350E1,1.013542328E0,9.816586304E-1,9.595046997E0
2.031828850E1,9.142987061E-1,1.057850189E0,9.380243683E0
2.032825350E1,8.279283142E-1,1.213227081E0,9.061556396E0
2.033821950E1,7.791297913E-1,1.335971832E0,8.645122375E0
2.034818450E1,7.780819702E-1,1.461560669E0,8.140372009E0
2.035814950E1,8.026309204E-1,1.541943512E0,7.676786041E0
2.036811550E1,8.388555908E-1,1.604663086E0,7.298073578E0
2.037808050E1,7.991880798E-1,1.715881805E0,7.066505127E0
2.038804650E1,7.515870667E-1,1.765129395E0,6.969806213E0
2.039801150E1,7.252418518E-1,1.780547333E0,6.867269440E0
2.040797650E1,6.619235229E-1,1.802850952E0,6.863676910E0
2.041794250E1,5.715115356E-1,1.868414612E0,6.813980255E0
2.042790750E1,4.861889648E-1,1.920655975E0,6.812782745E0
2.043787250E1,4.067042542E-1,1.971849518E0,6.925648041E0
2.044783850E1,4.272116089E-1,2.021995239E0,6.996151428E0
2.045780350E1,5.155279541E-1,2.041155396E0,7.055727539E0
2.046776950E1,6.078858948E-1,2.022444305E0,7.106472015E0
2.047773450E1,6.861730957E-1,2.048490143E0,7.165299683E0
2.048769950E1,7.777825928E-1,2.065554657E0,7.343878326E0
2.049766550E1,8.237370300E-1,2.048340454E0,7.549850006E0
2.050763050E1,8.643026733E-1,2.044897614E0,7.801626434E0
2.051759650E1,8.012837219E-1,1.987866211E0,8.111482086E0
2.052756150E1,6.634204102E-1,1.922302551E0,8.390950928E0
2.053752650E1,5.234614563E-1,1.933828583E0,8.715925140E0
2.054749250E1,4.983137512E-1,1.935774536E0,8.935967560E0
2.055745750E1,5.228627014E-1,1.950893097E0,9.043144684E0
2.056742250E1,5.448669434E-1,2.048639832E0,9.158704376E0
2.057738850E1,5.499563599E-1,2.113305359E0,9.347910919E0
2.058735350E1,5.929170227E-1,2.116897888E0,9.551786957E0
2.059731950E1,6.993457031E-1,2.125280457E0,9.753267975E0
2.060728450E1,7.388635254E-1,2.135608978E0,1.001118164E1
2.061724950E1,6.884184265E-1,2.150727539E0,1.014275803E1
2.062721550E1,5.292993164E-1,2.237696686E0,1.028511200E1
2.063718050E1,2.697390747E-1,2.312091980E0,1.043031006E1
2.064714517E1,-9.131011963E-2,2.376308441E0,1.064571213E1
2.065711117E1,-3.579057312E-1,2.272274780E0,1.093535980E1
2.066707617E1,-4.309538269E-1,2.037413177E0,1.123533600E1
2.067704217E1,-3.308120728E-1,1.865869904E0,1.150013535E1
2.068700717E1,-1.866618347E-1,1.708996124E0,1.171239395E1
2.069697217E1,-8.726852417E-2,1.573078766E0,1.191088120E1
2.070693817E1,-8.382568359E-3,1.366059265E0,1.202165085E1
2.071690317E1,-1.751358032E-2,1.228944397E0,1.199380875E1
2.072686817E1,-2.695893860E-1,1.318757629E0,1.179532150E1
2.073683417E1,-5.658233643E-1,1.364712067E0,1.164503403E1
2.074679917E1,-7.030879211E-1,1.309476929E0,1.145657593E1
2.075676517E1,-7.225474548E-1,1.254241791E0,1.127964386E1
2.076673017E1,-7.524851990E-1,1.163829803E0,1.115674942E1
2.077669517E1,-8.493338013E-1,1.149759064E0,1.104553070E1
2.078666117E1,-9.237290955E-1,1.102158051E0,1.090048233E1
2.079662617E1,-9.840536499E-1,1.021775208E0,1.081890198E1
2.080659217E1,-1.023721161E0,1.053060150E0,1.072070618E1
2.081655717E1,-9.301657104E-1,1.039588165E0,1.059646454E1
2.082652217E1,-7.643106079E-1,9.692344666E-1,1.050006500E1
2.083648817E1,-6.971003723E-1,9.367520142E-1,1.041998154E1
2.084645317E1,-6.994953918E-1,9.261241150E-1,1.033555710E1
2.085641817E1,-6.077362061E-1,8.934919739E-1,1.025846741E1
2.086638417E1,-4.825964355E-1,7.864645386E-1,1.021071671E1
2.087634917E1,-3.725752258E-1,7.274871826E-1,1.020413040E1
2.088631517E1,-3.252735901E-1,7.186555481E-1,1.014829651E1
2.089628017E1,-3.700305176E-1,7.457492065E-1,9.860744476E0
2.090624517E1,-5.207670593E-1,8.604107666E-1,9.483977966E0
2.091621117E1,-5.968089294E-1,9.930349731E-1,9.009015656E0
2.092617617E1,-5.069956970E-1,1.104403381E0,8.476423187E0
2.093614117E1,-4.990621948E-1,1.225202179E0,8.099806366E0
2.094610717E1,-4.555027771E-1,1.391955414E0,7.788603516E0
2.095607217E1,-3.366499329E-1,1.520388336E0,7.502847748E0
2.096603817E1,-2.219883728E-1,1.575623474E0,7.423213348E0
2.097600317E1,-1.459465027E-1,1.601519623E0,7.490573273E0
2.098596817E1,-8.666976929E-2,1.579066315E0,7.736661530E0
2.099593417E1,-3.457809448E-2,1.554966431E0,7.944130096E0
2.100589917E1,3.697311401E-2,1.577868805E0,8.149503021E0
2.101586417E1,1.386117554E-1,1.589245148E0,8.294102325E0
2.102583017E1,2.171983337E-1,1.619482269E0,8.330776062E0
2.103579517E1,3.414399719E-1,1.673519897E0,8.325686646E0
2.104576117E1,4.815486145E-1,1.697619781E0,8.362061005E0
2.105572617E1,5.182223511E-1,1.751807098E0,8.450676727E0
2.106569117E1,4.273612976E-1,1.800006866E0,8.525221710E0
2.107565717E1,2.152523804E-1,1.851050720E0,8.630602570E0
2.108562217E1,1.437011719E-2,1.920506287E0,8.673712921E0
2.109558717E1,-1.511856079E-1,1.993853760E0,8.840166779E0
2.110555317E1,-2.025288391E-1,2.023492126E0,9.039851532E0
2.111551817E1,-1.408570862E-1,1.961071930E0,9.267528076E0
2.112548417E1,-1.028361511E-1,1.949246521E0,9.549841003E0
2.113544917E1,-3.802093506E-2,1.950593719E0,9.824070740E0
2.114541417E1,1.434017944E-1,1.812281342E0,1.014994308E1
2.115538017E1,3.264710999E-1,1.721569977E0,1.050904633E1
2.116534517E1,3.781137085E-1,1.702858887E0,1.089209976E1
2.117531017E1,3.778143311E-1,1.643432465E0,1.126033401E1
2.118527617E1,2.604583740E-1,1.592238922E0,1.152663025E1
2.119524117E1,6.092330933E-2,1.650767212E0,1.159084671E1
2.120520717E1,1.945953369E-3,1.578317871E0,1.160237274E1
2.121517217E1,1.589694214E-1,1.514999542E0,1.161554535E1
2.122513717E1,3.975732422E-1,1.422192535E0,1.174442734E1
2.123510317E1,6.514453125E-1,1.229094086E0,1.205413330E1
2.124506817E1,8.321195984E-1,9.602531433E-1,1.237985596E1
2.125503317E1,1.008752289E0,5.367837524E-1,1.267668869E1
2.126499917E1,1.117725677E0,1.438508606E-1,1.303384598E1
2.127496417E1,1.071471863E0,-9.011260986E-2,1.327858704E1
2.128493017E1,9.186396790E-1,-2.733316040E-1,1.338441696E1
2.129489517E1,6.836283875E-1,-3.797602844E-1,1.334759354E1
2.130486017E1,4.025129700E-1,-3.809577942E-1,1.307815384E1
2.131482617E1,2.486329651E-1,-2.956352234E-1,1.256352402E1
2.132479117E1,2.963836670E-1,-1.613644409E-1,1.195803314E1
2.133475617E1,4.632865906E-1,2.469863892E-2,1.129341522E1
2.134472217E1,6.090834045E-1,1.875599670E-1,1.073911789E1
2.135468717E1,7.619155884E-1,3.246748352E-1,1.030232620E1
2.136465317E1,8.307723999E-1,4.387376404E-1,9.968819733E0
2.137461817E1,8.460406494E-1,5.062472534E-1,9.737251282E0
2.138458317E1,7.864645386E-1,5.900729370E-1,9.573192444E0
2.139454917E1,6.673123169E-1,7.565267944E-1,9.342821503E0
2.140451417E1,5.638774109E-1,9.541159058E-1,9.060059509E0
2.141448017E1,5.442681885E-1,1.068627777E0,8.706045685E0
2.142444517E1,5.975573730E-1,1.116528168E0,8.420738983E0
2.143441017E1,6.879693604E-1,1.167122955E0,8.176297302E0
2.144437617E1,7.572752380E-1,1.236279144E0,7.961344299E0
2.145434117E1,7.987390137E-1,1.351090393E0,7.813451843E0
2.146430617E1,8.000862122E-1,1.440005493E0,7.621999969E0
2.147427217E1,8.002359009E-1,1.486858063E0,7.401658173E0
2.148423717E1,7.177574158E-1,1.508712616E0,7.179370422E0
2.149420217E1,6.035449219E-1,1.610800323E0,6.959777069E0
2.150416817E1,5.528004456E-1,1.691183167E0,6.779551849E0
2.151413317E1,5.460644531E-1,1.683099976E0,6.715934143E0
2.152409917E1,5.640270996E-1,1.629661102E0,6.834337921E0
2.153406417E1,6.848258972E-1,1.573827209E0,7.034920807E0
2.154402917E1,8.587641907E-1,1.557511139E0,7.267088013E0
2.155399517E1,9.032217407E-1,1.619631958E0,7.486082611E0
2.156396017E1,9.023236084E-1,1.700613556E0,7.587272186E0
2.157392517E1,8.596623230E-1,1.751507721E0,7.629933472E0
2.158389117E1,8.324189758E-1,1.835632782E0,7.708969116E0
2.159385617E1,8.500822449E-1,1.859433289E0,7.892337799E0
2.160382217E1,9.457333374E-1,1.796713715E0,8.132737885E0
2.161378717E1,9.689350891E-1,1.823657684E0,8.539591827E0
2.162375217E1,9.488768005E-1,1.836231537E0,8.916058960E0
2.163371817E1,9.560618591E-1,1.815275116E0,9.254355469E0
2.164368317E1,9.259744263E-1,1.783541107E0,9.588161316E0
2.165365013E1,8.740324402E-1,1.774559784E0,9.874216461E0
2.166361512E1,8.765771484E-1,1.777254181E0,1.012719040E1
2.167358012E1,8.523275757E-1,1.725162506E0,1.043195663E1
2.168354612E1,8.523275757E-1,1.607806549E0,1.082009949E1
2.169351113E1,8.455915833E-1,1.564845886E0,1.119911133E1
2.170347613E1,8.003855896E-1,1.538201294E0,1.145717468E1
2.171344213E1,6.605763245E-1,1.558409271E0,1.163290924E1
2.172340713E1,4.704716492E-1,1.581461334E0,1.175969559E1
2.173337313E1,2.604583740E-1,1.588347015E0,1.192106003E1
2.174333813E1,9.550140381E-2,1.528920593E0,1.220831268E1
2.175330313E1,1.097218323E-1,1.413510590E0,1.252924530E1
2.176326913E1,2.387535095E-1,1.282832336E0,1.274928772E1
2.177323412E1,3.124003601E-1,1.104553070E0,1.292831543E1
2.178319912E1,2.827619934E-1,9.261241150E-1,1.303549255E1
2.179316513E1,5.927673340E-2,7.969427490E-1,1.296633636E1
2.180313013E1,-2.252815247E-1,7.131170654E-1,1.263851807E1
2.181309613E1,-5.478607178E-1,7.595205688E-1,1.213481552E1
2.182306113E1,-8.434959412E-1,9.725276184E-1,1.156001083E1
2.183302613E1,-1.050964508E0,1.162033539E0,1.101215012E1
2.184299213E1,-1.165925446E0,1.380130005E0,1.060065582E1
2.185295713E1,-1.186283112E0,1.597178650E0,1.032762360E1
2.186292213E1,-1.024319916E0,1.614692230E0,1.026131149E1
2.187288813E1,-7.241940308E-1,1.488205261E0,1.041998154E1
2.188285312E1,-3.722758484E-1,1.313967590E0,1.066636917E1
2.189281912E1,-1.190025330E-1,1.116228790E0,1.094823303E1
2.190278413E1,1.423539734E-1,8.815168762E-1,1.114896561E1
2.191274913E1,3.640429688E-1,6.894662476E-1,1.115794693E1
2.192271513E1,4.270619202E-1,5.758525085E-1,1.095706467E1
2.193268013E1,3.424877930E-1,5.879772949E-1,1.048539551E1
2.194264513E1,2.576142883E-1,7.223977661E-1,9.725725250E0
2.195261113E1,2.185455322E-1,8.964857483E-1,8.983418884E0
2.196257613E1,3.088078308E-1,9.963281250E-1,8.376730499E0
2.197254213E1,4.828958130E-1,1.065184937E0,7.993826752E0
2.198250713E1,6.855743408E-1,1.123413849E0,7.958500214E0
2.199247212E1,7.921527100E-1,1.108744354E0,8.226742401E0
2.200243812E1,8.204438782E-1,1.056203613E0,8.499774628E0
2.201240313E1,7.330256653E-1,1.053359528E0,8.576714630E0
2.202236813E1,5.620811462E-1,1.171763306E0,8.433312836E0
2.203233413E1,2.749781799E-1,1.300345917E0,8.153095551E0
2.204229913E1,-2.574645996E-2,1.406774597E0,7.743846588E0
2.205226513E1,-3.080593872E-1,1.588945770E0,7.279362488E0
2.206223013E1,-4.546046448E-1,1.816023560E0,6.788383484E0
2.207219513E1,-4.221221924E-1,1.991758118E0,6.318959656E0
2.208216113E1,-2.844085693E-1,2.165696411E0,5.923631744E0
2.209212613E1,-8.607101440E-2,2.259401550E0,5.795797577E0
2.210209112E1,1.305285645E-1,2.284399567E0,5.856122131E0
2.211205712E1,2.911445618E-1,2.210004272E0,6.039041748E0
2.212202213E1,2.731819153E-1,2.085014191E0,6.508166199E0
2.213198813E1,1.016386414E-1,1.966011658E0,7.094197540E0
2.214195313E1,-1.233435059E-1,1.795815582E0,7.693850555E0
2.215191813E1,-3.875440979E-1,1.689237213E0,8.250093842E0
2.216188413E1,-5.842350769E-1,1.638343048E0,8.680149536E0
2.217184913E1,-7.620652771E-1,1.609602814E0,9.129664764E0
2.218181413E1,-7.051835632E-1,1.528172150E0,9.418713684E0
2.219178013E1,-4.810995483E-1,1.480122070E0,9.546996918E0
2.220174512E1,-2.278262329E-1,1.518741760E0,9.742640076E0
2.221171112E1,4.924758911E-2,1.542841644E0,9.993518372E0
2.222167612E1,2.065704346E-1,1.561852112E0,1.025337799E1
2.223164113E1,2.573149109E-1,1.561103668E0,1.050844757E1
2.224160713E1,2.339634705E-1,1.493594055E0,1.084614532E1
2.225157213E1,1.362167358E-1,1.391805725E0,1.126856689E1
2.226153713E1,-4.281097412E-2,1.384620667E0,1.160865967E1
2.227150313E1,-2.046244812E-1,1.411265259E0,1.177571228E1
2.228146813E1,-1.595681763E-1,1.296454010E0,1.191133026E1
2.229143413E1,9.041198730E-2,1.165626068E0,1.196896042E1
2.230139913E1,4.104464722E-1,1.075214081E0,1.209290268E1
2.231136412E1,7.005432129E-1,9.729766846E-1,1.219933136E1
2.232133012E1,8.497828674E-1,8.202941895E-1,1.236339020E1
2.233129513E1,8.436456299E-1,6.474037170E-1,1.259540771E1
2.234126013E1,7.680528259E-1,4.938230896E-1,1.283056870E1
2.235122613E1,7.349716187E-1,3.611988831E-1,1.289718018E1
2.236119113E1,7.300318909E-1,2.517764282E-1,1.288745041E1
2.237115713E1,7.273374939E-1,2.125579834E-1,1.276320877E1
